2025-09-22 17:45:18,630 INFO    StreamThr :25792 [internal.py:wandb_internal():86] W&B internal server running at pid: 25792, started at: 2025-09-22 17:45:18.627092
2025-09-22 17:45:18,632 DEBUG   HandlerThread:25792 [handler.py:handle_request():146] handle_request: status
2025-09-22 17:45:18,793 INFO    WriterThread:25792 [datastore.py:open_for_write():87] open: /app/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250922_174518-ox382ws3/run-ox382ws3.wandb
2025-09-22 17:45:18,799 DEBUG   SenderThread:25792 [sender.py:send():378] send: header
2025-09-22 17:45:19,047 DEBUG   SenderThread:25792 [sender.py:send():378] send: run
2025-09-22 17:45:19,455 INFO    SenderThread:25792 [dir_watcher.py:__init__():211] watching files in: /app/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250922_174518-ox382ws3/files
2025-09-22 17:45:19,455 INFO    SenderThread:25792 [sender.py:_start_run_threads():1099] run started: ox382ws3 with start time 1758563118.62765
2025-09-22 17:45:19,480 DEBUG   HandlerThread:25792 [handler.py:handle_request():146] handle_request: check_version
2025-09-22 17:45:19,480 DEBUG   SenderThread:25792 [sender.py:send_request():405] send_request: check_version
2025-09-22 17:45:19,673 DEBUG   HandlerThread:25792 [handler.py:handle_request():146] handle_request: run_start
2025-09-22 17:45:19,674 DEBUG   HandlerThread:25792 [system_info.py:__init__():26] System info init
2025-09-22 17:45:19,674 DEBUG   HandlerThread:25792 [system_info.py:__init__():41] System info init done
2025-09-22 17:45:19,674 INFO    HandlerThread:25792 [system_monitor.py:start():194] Starting system monitor
2025-09-22 17:45:19,675 INFO    SystemMonitor:25792 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-09-22 17:45:19,675 INFO    HandlerThread:25792 [system_monitor.py:probe():214] Collecting system info
2025-09-22 17:45:19,676 INFO    SystemMonitor:25792 [interfaces.py:start():190] Started cpu monitoring
2025-09-22 17:45:19,679 INFO    SystemMonitor:25792 [interfaces.py:start():190] Started disk monitoring
2025-09-22 17:45:19,680 INFO    SystemMonitor:25792 [interfaces.py:start():190] Started memory monitoring
2025-09-22 17:45:19,681 INFO    SystemMonitor:25792 [interfaces.py:start():190] Started network monitoring
2025-09-22 17:45:19,691 DEBUG   HandlerThread:25792 [system_info.py:probe():150] Probing system
2025-09-22 17:45:19,725 DEBUG   HandlerThread:25792 [system_info.py:_probe_git():135] Probing git
2025-09-22 17:45:19,901 DEBUG   HandlerThread:25792 [system_info.py:_probe_git():143] Probing git done
2025-09-22 17:45:19,901 DEBUG   HandlerThread:25792 [system_info.py:probe():198] Probing system done
2025-09-22 17:45:19,902 DEBUG   HandlerThread:25792 [system_monitor.py:probe():223] {'os': 'Linux-6.6.87.2-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.12.11', 'heartbeatAt': '2025-09-22T17:45:19.691514', 'startedAt': '2025-09-22T17:45:18.537591', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'EDA.ipynb', 'codePathLocal': 'EDA.ipynb', 'root': '/app', 'git': {'remote': 'git@github.com:DCook-WGU/nd0821-c2-build-model-workflow-exercises.git', 'commit': '7e16fcdb934243134b71f04e9c501c78ff47c7d7'}, 'email': 'dcoo230@wgu.edu', 'host': 'b438a12722c6', 'username': 'root', 'executable': '/opt/miniconda/envs/mlflow-8bf649cd2955bc15fd1445db5ca4780af5b6e189/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3299.9959999999996, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}, {'current': 3299.996, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 25.69298553466797}}, 'memory': {'total': 31.294116973876953}}
2025-09-22 17:45:19,902 INFO    HandlerThread:25792 [system_monitor.py:probe():224] Finished collecting system info
2025-09-22 17:45:19,902 INFO    HandlerThread:25792 [system_monitor.py:probe():227] Publishing system info
2025-09-22 17:45:19,903 DEBUG   HandlerThread:25792 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2025-09-22 17:45:20,461 INFO    Thread-12 :25792 [dir_watcher.py:_on_file_created():271] file/dir created: /app/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250922_174518-ox382ws3/files/conda-environment.yaml
2025-09-22 17:45:21,926 DEBUG   HandlerThread:25792 [system_info.py:_save_conda():219] Saving conda packages done
2025-09-22 17:45:21,927 DEBUG   HandlerThread:25792 [system_info.py:_save_code():44] Saving code
2025-09-22 17:45:21,927 WARNING HandlerThread:25792 [system_info.py:_save_code():46] unable to save code -- program entry not found
2025-09-22 17:45:21,928 DEBUG   HandlerThread:25792 [system_info.py:_save_patches():82] Saving git patches
2025-09-22 17:45:22,477 INFO    Thread-12 :25792 [dir_watcher.py:_on_file_modified():288] file/dir modified: /app/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250922_174518-ox382ws3/files/conda-environment.yaml
2025-09-22 17:45:22,479 INFO    Thread-12 :25792 [dir_watcher.py:_on_file_created():271] file/dir created: /app/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250922_174518-ox382ws3/files/diff.patch
2025-09-22 17:45:27,120 ERROR   HandlerThread:25792 [system_info.py:_save_patches():123] Error generating diff: Command '['git', 'diff', '--submodule=diff', 'HEAD']' timed out after 5 seconds
2025-09-22 17:45:27,121 DEBUG   HandlerThread:25792 [system_info.py:_save_patches():124] Saving git patches done
2025-09-22 17:45:27,126 INFO    HandlerThread:25792 [system_monitor.py:probe():229] Finished publishing system info
2025-09-22 17:45:27,129 DEBUG   HandlerThread:25792 [handler.py:handle_request():146] handle_request: status_report
2025-09-22 17:45:27,129 DEBUG   HandlerThread:25792 [handler.py:handle_request():146] handle_request: keepalive
2025-09-22 17:45:27,130 DEBUG   SenderThread:25792 [sender.py:send():378] send: files
2025-09-22 17:45:27,131 INFO    SenderThread:25792 [sender.py:_save_file():1365] saving file wandb-metadata.json with policy now
2025-09-22 17:45:27,278 DEBUG   HandlerThread:25792 [handler.py:handle_request():146] handle_request: python_packages
2025-09-22 17:45:27,279 DEBUG   SenderThread:25792 [sender.py:send_request():405] send_request: python_packages
2025-09-22 17:45:27,281 DEBUG   HandlerThread:25792 [handler.py:handle_request():146] handle_request: internal_messages
2025-09-22 17:45:27,282 DEBUG   HandlerThread:25792 [handler.py:handle_request():146] handle_request: stop_status
2025-09-22 17:45:27,285 DEBUG   SenderThread:25792 [sender.py:send_request():405] send_request: stop_status
2025-09-22 17:45:27,478 DEBUG   SenderThread:25792 [sender.py:send():378] send: telemetry
2025-09-22 17:45:27,524 INFO    Thread-12 :25792 [dir_watcher.py:_on_file_created():271] file/dir created: /app/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250922_174518-ox382ws3/files/requirements.txt
2025-09-22 17:45:27,527 INFO    Thread-12 :25792 [dir_watcher.py:_on_file_created():271] file/dir created: /app/lesson-2-data-exploration-and-preparation/exercises/exercise_4/starter/wandb/run-20250922_174518-ox382ws3/files/wandb-metadata.json
